Domain,Landing URL,Download URL,Path,SHA-256,Category,is_new,is_malicious,Threat Type
vip888.in,https://rkxiw.com/5wC7.app,https://damitu.24rem5dtdj5s.cn//274385038606337/andriod/1677752188423.apk,/data2/sangyiwu/Mobile_Apps/apk_files/1677752188423.apk,4c8686d7f7f4e25e340aee0ee97d7d729e63799db45650ba02bcca388c105a3a,Gambling,True,True,"{'malware', 'riskware'}"
royalclubbet.com,https://www.royalvip.in/normal/wap.html,https://6l5f8j-176-ppp.s3.ap-east-1.amazonaws.com/cocos/download/176_en_normal_3.1.26.apk?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATLSXYZMD5ALTWIEP%2F20230306%2Fap-east-1%2Fs3%2Faws4_request&X-Amz-Date=20230306T003727Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=884c93b9bc411d891eccdb0549ca46b59cfd622de9bb2b54f57e76fcff496f8c,/data2/sangyiwu/Mobile_Apps/apk_files/176_en_normal_3.1.26.apk,d22fc771f8c6d4129864349546b492be42d8d82587d0b8bcfa0f73a26c42224f,Gambling,True,True,"{'evader', 'malware', 'trojan'}"
royalclubbet.com,https://www.royalvip.in/normal/wap.html,https://6l5f8j-176-ppp.s3.ap-east-1.amazonaws.com/cocos/download/176_en_speed_3.1.26.apk?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIATLSXYZMD5ALTWIEP%2F20230306%2Fap-east-1%2Fs3%2Faws4_request&X-Amz-Date=20230306T003726Z&X-Amz-Expires=600&X-Amz-SignedHeaders=host&X-Amz-Signature=61fc4a04a52d909dd616a51840206d8b94b764311b530e6da8583582ecb9a271,/data2/sangyiwu/Mobile_Apps/apk_files/176_en_speed_3.1.26.apk,7fda69f9bc5aa6a4c60a57d30891697d4bcc084858fa63b3663f4389600dd07f,Gambling,True,True,"{'evader', 'malware', 'trojan'}"
193.com,https://cnyhzs.top/download.html?provider=mk3qg7hrmv,https://cnyhzs.top/CustomBrowser/mk3qg7hrmv/Android/193%E6%B5%8F%E8%A7%88%E5%99%A8.510.apk,/data2/sangyiwu/Mobile_Apps/apk_files/193浏览器.510.apk,f70d1f1148f338924461c18eb777cadc8954a8dbf1d8c7127b6b664116260a3d,Gambling,True,True,{'riskware'}
j6.com,https://j6qp888.com/?channelCode=4040000,https://kreo.finehopesupply.com/404fuox/20230302_sign.apk,/data2/sangyiwu/Mobile_Apps/apk_files/20230302_sign.apk,85e96f4328df4e16b6327e5beb26854727ba12f458f4dbe4717eaf4ccb6cad9e,Gambling,True,False,
41c.bet,http://120.55.41.111/4188.html,https://nospace.oss-us-west-1.aliyuncs.com/4188/4188.apk,/data2/sangyiwu/Mobile_Apps/apk_files/4188.apk,b69b6a8065391a0cb60d66bd4371f08a9354e341aa8a61bbb57dc2cb9c6e0d98,Gambling,False,False,
70.net,https://appd.gameme.app/lebb9,https://static.sfdssddso.com/api/appd/uploads/app/693889487.apk,/data2/sangyiwu/Mobile_Apps/apk_files/693889487.apk,380c4987ef578d85083f9cedf675d223eda3ea4145542d38f0224a40d0aae2e3,Gambling,False,False,
www.xml400.com,http://16.season-tech.com/79846929886,https://yl.beamzhou.com/7.0.2.apk,/data2/sangyiwu/Mobile_Apps/apk_files/7.0.2.apk,798060ef124351d9501c9e402f96ba50338c21b017f96136ff611b1d5c51b1b9,Gambling,False,False,
c35.bet,https://7wd2999.com/android.html,https://7wd2999.com/7299.apk,/data2/sangyiwu/Mobile_Apps/apk_files/7299.apk,ca0fc1802ad036ddc3c867731772ea7d005cba7f79c027790dd07c34fd218d95,Gambling,False,True,{'adware'}
1388.ceo,https://7780azapp.com/android.html,https://7780azapp.com/7780.apk,/data2/sangyiwu/Mobile_Apps/apk_files/7780.apk,5985f5ce86f713bf6c292bdbeb1a09f3dcde2a6d16af49d69b5b8fdb851fd400,Gambling,True,True,"{'evader', 'malware', 'trojan'}"
2088.ceo,https://www.8208mxr.com/android.html,https://www.8208mxr.com/8208.apk,/data2/sangyiwu/Mobile_Apps/apk_files/8208.apk,f95c07e9398e2c6a2d679f0f1d057457a2de274ff4a80bab29e7c9a3698302e4,Gambling,True,True,"{'evader', 'malware', 'trojan'}"
hn1518.com,https://hndfb.xyz/hall_hn/index.html?pid=wlb888,https://211.99.99.167:3306/88DFH1.apk,/data2/sangyiwu/Mobile_Apps/apk_files/88DFH1.apk,a332b32cbf281bff95a8c85577dc588edb7996f959cd3a9b2d5268c890eb0d29,Gambling,False,False,
k88.cc,https://app.app929.com/929/?islogin=false,https://app.app929.com/929/android/929.apk,/data2/sangyiwu/Mobile_Apps/apk_files/929.apk,7126d7d5699e167c249b1f12b42747c8c893db702738efc704ec1aea86ee18aa,Gambling,False,False,
3199.ceo,https://www.9323appaz.com/android.html,https://www.9323appaz.com/9323.apk,/data2/sangyiwu/Mobile_Apps/apk_files/9323.apk,e7124335060d2530c00f5d0ed0f21e8229c64f2535b59d08759a705d8cfc03dd,Gambling,False,False,
9460.com,https://9460.app/wap/index.html,https://9460.app/9460/9460cc.apk,/data2/sangyiwu/Mobile_Apps/apk_files/9460cc.apk,5bd69d33ae9ddfdf0a3343f4d1afd3405f03adaf36ed29d32cdf1299335fb08b,Gambling,False,False,
50134.com,https://v999.gtapp123.com/web/a218/default.html,https://gt11.gtapp123.com/app/A218_1.9.16.apk,/data2/sangyiwu/Mobile_Apps/apk_files/A218_1.9.16.apk,b44659bcbdc899435c576221876f83bdb7337f3808c997b1c2acc46530f6efd6,Gambling,True,True,{'riskware'}
578335.vip,https://www.ab1065.com:30121/,https://www.ab1065.com:30121/ak/files/package/absports_50304_243456_0301180610.apk,/data2/sangyiwu/Mobile_Apps/apk_files/absports_50304_243456_0301180610.apk,55cbd076ed59735c3911f9f0ebd48c5c6c2d45663dcbd86fe62ea0086f49de2b,Gambling,True,True,{'riskware'}
0033000.com,https://www.9mouthbt.com/install-step-download,https://tbi.aaba00.com/1e3c3b/android/android_918_mobile_3.2.84.9mouthbt.com.apk,/data2/sangyiwu/Mobile_Apps/apk_files/android_918_mobile_3.2.84.9mouthbt.com.apk,6d27641dd9084a405e039569e77626e8f3c57acd217afdee096e199c9e0e8a18,Gambling,True,True,"{'evader', 'malware', 'trojan'}"
d88.com,https://m.d88software.com/d88_app.htm?channel=m.d88.com,https://tbi.aaba00.com/main/344a78NEW/android/android_app_mobile_3.1.98.apk,/data2/sangyiwu/Mobile_Apps/apk_files/android_app_mobile_3.1.98.apk,5afd10a2cd979034a6e23fbac2e4993444c997efa9cb4dc39986643a7471fc24,Gambling,True,True,"{'evader', 'malware', 'trojan'}"
0033000.com,https://m.d88software.com/d88_app.htm?channel=m.qyi7erdm.com,https://tbi.aaba00.com/344a78NEW/android/android_app_mobile_3.1.98_m.qyi7erdm.com.apk,/data2/sangyiwu/Mobile_Apps/apk_files/android_app_mobile_3.1.98_m.qyi7erdm.com.apk,e421fd08e9d61ae3e04f0cbe5d26df7b861000743813194941ef64e1664ff3bc,Gambling,True,False,
0033000.com,https://m.63diqtse.com/home,https://oye.aa00a1.com/91a2c0/android/android_k8_mobile_6.6.1.63diqtse.com.apk,/data2/sangyiwu/Mobile_Apps/apk_files/android_k8_mobile_6.6.1.63diqtse.com.apk,7a029bcfd16715b7e8bb6e5e848de5abcfd202b303cdb3c3c6b476bf18f7c33b,Gambling,True,True,"{'evader', 'malware', 'trojan'}"
tga68.com,https://www.aoabet267.app:30111/?i_code=6980862,https://download.echahang.com/files/package/aoagame_50304_243390_0301174959.apk,/data2/sangyiwu/Mobile_Apps/apk_files/aoagame_50304_243390_0301174959.apk,f609d6fb9acc824785611238ddf9298f157f7a692baa8b4a78483e53409fa06a,Gambling,True,False,
50134.com,https://24754557.com:8888/app/jxfapp/android_down.html,https://woxnug.com:4431/android/5.3.5/app_5g9b_5.3.5.apk,/data2/sangyiwu/Mobile_Apps/apk_files/app_5g9b_5.3.5.apk,ee7154f880c8d35555168cb8c8e4a28ddad68925cc55677e2bbbee77bd68d4c1,Gambling,True,True,"{'evader', 'malware', 'trojan'}"
50134.com,https://24754557.com:8888/app/365app/android_down.html,https://woxnug.com:4431/android/5.3.5/app_rdlo_5.3.5.apk,/data2/sangyiwu/Mobile_Apps/apk_files/app_rdlo_5.3.5.apk,f2d1da59fd1fd701f18ebe3da5fcef14de1d9813f9fb5966b08cbe2cde2caefa,Gambling,True,True,"{'evader', 'malware', 'trojan'}"
dk83.vip,https://m.ytn9mvco3gpi.com:9250/home/index,https://file-new.rkvcviwf.com/app_v4.3.10_host001_2022-10-26_19_39.apk,/data2/sangyiwu/Mobile_Apps/apk_files/app_v4.3.10_host001_2022-10-26_19_39.apk,93c0ac5f0554ea2ecae750bfea95d1ce39ef263a50464a64b704ec3df77f36cd,Gambling,False,True,{'adware'}
dk83.vip,https://m.mx670.com:2053/download?isFromQrcode,https://file-new.rkvcviwf.com/app_v4.7.13_host001_2023-01-17_15_39.apk,/data2/sangyiwu/Mobile_Apps/apk_files/app_v4.7.13_host001_2023-01-17_15_39.apk,fad27c6ed017c3ca1a98ee905be04ebcb480de3b1af9c323365f8fee2bf69467,Gambling,True,False,
952323.com,https://8954913.com/wap#/home,https://tpe83b.cqxqlsz.com/fusion/android/app-aocai-release.apk,/data2/sangyiwu/Mobile_Apps/apk_files/app-aocai-release.apk,9e0715d97289d62f1859dc0d512c365a867c8a3fee026e7c04730b6d71ff056e,Gambling,True,False,
952323.com,https://100cp00.cc/wap#/home,https://pfck3dh.hngsbgxt.com/fusion/android/app-cp100-release.apk,/data2/sangyiwu/Mobile_Apps/apk_files/app-cp100-release.apk,88041161584d13d0d55fe47ac91806cd487c2c70d9e78d4baca1ab3de823e7f5,Gambling,True,False,
1216.com,http://yxwandekaixin.com/1216cp.cc,https://tpe83b.cqxqlsz.com/fusion/android/app-cp1216-release.apk,/data2/sangyiwu/Mobile_Apps/apk_files/app-cp1216-release.apk,b48dc50a13b8112b746bd84ad175bf4b342c5311cf33996e5600309f2061da83,Gambling,True,False,
952323.com,https://1700104.com/wap#/home,https://tpe83b.cqxqlsz.com/fusion/android/app-cp1700-release.apk,/data2/sangyiwu/Mobile_Apps/apk_files/app-cp1700-release.apk,d29a3e084996ac56b2523196957171049317ed51d6cbda261d23be85452b5806,Gambling,True,False,
952323.com,https://19894954.com/wap#/home,https://tpe83b.cqxqlsz.com/fusion/android/app-cp1989-release.apk,/data2/sangyiwu/Mobile_Apps/apk_files/app-cp1989-release.apk,d9ff81f6654e03303d1f09a531b2d68d77263b1ae772a17bbe0246538f1583da,Gambling,False,False,
952323.com,https://1999926.com/wap#/home,https://tpe83b.cqxqlsz.com/fusion/android/app-cp1999-release.apk,/data2/sangyiwu/Mobile_Apps/apk_files/app-cp1999-release.apk,f983e8b346b02053158d89ed0dda11f4b6b552d16ddcbd76356c16826235a046,Gambling,False,False,
952323.com,https://2025030.com/wap#/home,https://tpe83b.cqxqlsz.com/fusion/android/app-cp2025-release.apk,/data2/sangyiwu/Mobile_Apps/apk_files/app-cp2025-release.apk,6a9a37740dabb6bf3bb96e413c4c614461baa68871142e259ebe3122192f86e8,Gambling,True,False,
952323.com,https://9898042.com/wap#/home,https://tpe83b.cqxqlsz.com/fusion/android/app-cp9898-release.apk,/data2/sangyiwu/Mobile_Apps/apk_files/app-cp9898-release.apk,dd13bc1e89bd6244d596cca1c9895da40c189420646b6e3ef2b67202a06719dc,Gambling,True,False,
952323.com,https://www.852ppp.cc/wap#/home,https://tpe83b.cqxqlsz.com/fusion/android/app-leifengcp-release.apk,/data2/sangyiwu/Mobile_Apps/apk_files/app-leifengcp-release.apk,923d722048257d01d691783b9dbe54016a2ccbd169cdfee794003375afc24471,Gambling,True,False,
50134.com,https://79071476.com:8888/app/qr/vns/,https://download.wcidnn9c1d8n.com/oolczaxf/app-ZA455-release.apk,/data2/sangyiwu/Mobile_Apps/apk_files/app-ZA455-release.apk,9e197223b54255718d4a720a43b7a8f455aaef5280c3572fec193806bb32e787,Gambling,True,False,
ff00.co,https://m.nay694.com:8989/pages/index/index,https://appdownload.306101.com/ffbca024/aygj-1.7.6-176.apk,/data2/sangyiwu/Mobile_Apps/apk_files/aygj-1.7.6-176.apk,f62a4928f9b114e25ef88b8ae13817f85852deee37bed4ec11533ee031318974,Gambling,True,True,{'riskware'}
tiyubo.xyz,https://www.4zi2b.com:6002/?i_code=1431016,https://download.31himp3u.com/files/package/ayx_165_130147_0201202345_0.apk,/data2/sangyiwu/Mobile_Apps/apk_files/ayx_165_130147_0201202345_0.apk,51ce7ff20a3c72c482275c3aeb3818a90616a051f1bf70a60507c9b57d9d5c6b,Gambling,True,True,"{'trojan', 'malformed', 'riskware'}"
tiyubo.xyz,https://www.aiyouxi28.app:9976/?i_code=1431016,https://download.31himp3u.com/files/package/ayxsport_165_130143_0201201807_0.apk,/data2/sangyiwu/Mobile_Apps/apk_files/ayxsport_165_130143_0201201807_0.apk,c6bfd5ee7c7998017faa61fe91957eb71f4bb203348d3fe861b6bff91e6b5a24,Gambling,True,True,{'riskware'}
55577733.com,https://www.batchat.com/#/,https://dl.baticq.com/bat.apk,/data2/sangyiwu/Mobile_Apps/apk_files/bat.apk,03143f08590cc1280729b4267a6b6c161ccd02a4e6c01f8621de12b298742bfe,Gambling,True,True,"{'trojan', 'riskware'}"
bb6.com,https://m-vnn9.bbty0vip8.com/download,https://sport.bbywp02089f9v13.com/android/4.6.2/bbsport.apk?1678001916836,/data2/sangyiwu/Mobile_Apps/apk_files/bbsport.apk,d63ae8776b2b104383e4239a2140f40b98b2a983a7605a5b3c2f7338959a9d19,Gambling,True,False,
56.net,https://v999.gtapp123.com/web/bwin/default.html/,https://gt11.gtapp123.com/app/BWIN_1.9.18.apk,/data2/sangyiwu/Mobile_Apps/apk_files/BWIN_1.9.18.apk,b7d9c966958b355cb83e23542d9e25269790a518509de21c50ef155be1fc377b,Gambling,True,True,{'riskware'}
112.net,http://gt4.gtapp123.com/web/bwyl/default.html,https://gt11.gtapp123.com/app/BWYL_1.9.15.apk,/data2/sangyiwu/Mobile_Apps/apk_files/BWYL_1.9.15.apk,1080bab1365c03d81baf0ff0ea40eb01861105571ba9a5b10ed166f0445e0233,Gambling,True,True,{'riskware'}
40yb.cn,https://yabovip.5lqa5y2a.com/?v=40yb.cn,https://download.6togbxkx6pwpm8.com/platformnew/4036/01/c102-4.0.3.10.apk,/data2/sangyiwu/Mobile_Apps/apk_files/c102-4.0.3.10.apk,8cc1ff9808dd8e7e9243e95420135ed1c282d18ca96f7ba0b7e630e96b1c6838,Gambling,True,True,{'riskware'}
8dm8.com,https://h5.bxocoaqe.com/nld/static/app-download,https://dm-app-signed.oss-accelerate.aliyuncs.com/dm_2.35.6_168_prd.apk,/data2/sangyiwu/Mobile_Apps/apk_files/dm_2.35.6_168_prd.apk,72b3cfdb42a7f17b9e1f61a86cad6e95baceaa65d44c05f16c9be85e7d8d5b33,Gambling,True,True,"{'evader', 'malware', 'trojan'}"
77771.pw,https://kaiyuangw.com/,https://dsgapp.dixinjh.com/DSG-Games/android/copy/20230305/dsgnb352023030513.apk,/data2/sangyiwu/Mobile_Apps/apk_files/dsgnb352023030513.apk,6e6eaf216cb6fa6a3adb5155a65289b85c8b0b635df8e489f63e3968f647bb62,Gambling,True,False,
ff00.co,https://m.f1af1.com:8989/pages/index/index,https://appdownload.zhlzcg.com/ffbca023/ffbc-1.7.6-176.apk,/data2/sangyiwu/Mobile_Apps/apk_files/ffbc-1.7.6-176.apk,78bff3a2f506749feffbab799c70164bbae71e2f476f49bd3dfffcdf99205d11,Gambling,True,False,
gs167.com,https://h5.gs167.com/nld/static/app-download,https://h5.gb311.com/download/gbet_1.0.29_prd.apk,/data2/sangyiwu/Mobile_Apps/apk_files/gbet_1.0.29_prd.apk,231065fa5ee067591bc1cfb859c7876a70dd529b022803696a9c05cbb00bab4d,Gambling,True,True,"{'evader', 'malware', 'trojan'}"
yabo888.cc,https://app.dookou.com/,https://download.8p6repw.com/h82/h82.apk,/data2/sangyiwu/Mobile_Apps/apk_files/h82.apk,d7a5241d3d033e47add2a967118f4c4de5e8cd5dae7a4c97533daf739e114e16,Gambling,False,True,{'adware'}
hn.vin,http://hnty-1.o5hnpnwr.xyz/agapp/hngj.php,https://211.99.99.167:3306/HN.apk,/data2/sangyiwu/Mobile_Apps/apk_files/HN.apk,c838655fd2f0dd2c61dab8ed672744adf01aede22be9e570db8e0d82308ea533,Gambling,True,False,
tiyubo.xyz,https://www.htvip80.app:9977/?i_code=5064208,https://download.7evjs1n.com/files/package/hth_165_130229_0203172153_0.apk,/data2/sangyiwu/Mobile_Apps/apk_files/hth_165_130229_0203172153_0.apk,72cc8e274fb8cc4f921b36e51cd467a1ca8a2eae1267ebd1ca75de48280c8a94,Gambling,False,True,"{'adware', 'riskware'}"
tiyubo.xyz,https://www.hthty104.app:9977/?i_code=5064208,https://download.7evjs1n.com/files/package/hthSport_165_130232_0203172616_0.apk,/data2/sangyiwu/Mobile_Apps/apk_files/hthSport_165_130232_0203172616_0.apk,2615696bc775b67664771271c48b26b9a8968ba753dcf931eb2b0d59b7505606,Gambling,True,True,"{'trojan', 'malformed', 'riskware'}"
js88.cc,https://appdown.10000ev.com/code/js/down.html,https://appdown.10000ev.com/new/js/js.apk,/data2/sangyiwu/Mobile_Apps/apk_files/js.apk,752f33354837995050f9d35ce458eb50e5864c7d57c171fe76394aaf17d655f9,Gambling,False,False,
40yb.cn,https://yabovip.5lqa5y2a.com/?v=40yb.cn,https://download.6togbxkx6pwpm8.com/platformnew/4035/kc102-universal-release.apk,/data2/sangyiwu/Mobile_Apps/apk_files/kc102-universal-release.apk,934020d33a1650be0866e82206c7e8d371ed3457fed14731255670247b793c10,Gambling,True,False,
app.kkw033.com,https://app.kkw033.com/,https://app.kkw033.com/kkdt.apk,/data2/sangyiwu/Mobile_Apps/apk_files/kkdt.apk,c7f13333547ad3b613160dcc06f99219ee75dd6cd958380d4747de86269dd65f,Gambling,True,False,
yb7888.com,https://www.o5g70.com:9514/?i_code=98594205,https://download.cwcjm.com/files/package/kyall_603_130306_0207165116_0.apk,/data2/sangyiwu/Mobile_Apps/apk_files/kyall_603_130306_0207165116_0.apk,06cae1662aff657e146ed83aed413974a7c67df28ee398896014aa73ef0b4252,Gambling,False,True,"{'adware', 'riskware'}"
22sjb.pw,https://www.5624i.com:9513/?i_code=29780422,https://download.cwcjm.com/files/package/kyall_603_130307_0207165246_0.apk,/data2/sangyiwu/Mobile_Apps/apk_files/kyall_603_130307_0207165246_0.apk,a97444f66438c4644afc2e6450ef713c8140a63d8af05cccca4df67ee203b5ea,Gambling,True,True,{'trojan'}
www.nbjsfl.com,https://www.lltm2.com/m/home,https://images.b818129.com:42666/wsd-images-prod/linlang/merchant_resource/android/linlang_2.4.23_20230303_11-55-40_20230303120432.apk,/data2/sangyiwu/Mobile_Apps/apk_files/linlang_2.4.23_20230303_11-55-40_20230303120432.apk,13f62a286ee80ad5244685e14151317bf60aa7ba64d70f81555d6f612141bb46,Gambling,True,True,{'riskware'}
thm98.com,https://www.m9853.com/th-th/download,https://www.m9853.com/public/html/download/m98.apk,/data2/sangyiwu/Mobile_Apps/apk_files/m98.apk,a336d165ed96274e6613e8b09b700287b9c897b2b5f2449acfd17711541575d7,Gambling,True,False,
49tk.com,https://app.sdzhoushiya.com/49tk?t=1677998314,https://app.sdzhoushiya.com/data/attachment/o_1gpsj3lq2129f1sdv1fa9f8h1da19.apk,/data2/sangyiwu/Mobile_Apps/apk_files/o_1gpsj3lq2129f1sdv1fa9f8h1da19.apk,97ea0242a815c926cf176b6ea61046daaa0f251d2560c510f0b2c6f1fdee40aa,Gambling,False,False,
www.ob8.cm,https://www.oub63.app:30121/,https://download.50k39.com/files/package/oballgame_50303_242694_0227112405.apk,/data2/sangyiwu/Mobile_Apps/apk_files/oballgame_50303_242694_0227112405.apk,d13d54fbc4e15b7d6bf290fc38f28ee7f87ec69f02340e3abd94d4655f2739d5,Gambling,True,False,
x63.tv,https://www.629ylgj.vip:9900/web/#/element/info/aioDownload,https://d2.wyzdt.com/elibomApp/isSafety/5a131c01-3618-11eb-82d6-005056934804/p629Release_61004_1294.apk,/data2/sangyiwu/Mobile_Apps/apk_files/p629Release_61004_1294.apk,1ae71566abcb5a9ec7bf01e3b8363552f4e63f3451a24b6a90f5cce00a946366,Gambling,False,True,{'trojan'}
6138.com,https://30001381.com:8866/web/#/element/info/aioDownload,https://app.powercolorzi.com/elibomApp/normal/40c17eb6-354d-11eb-82d6-005056934804/p99Release_61004_1262.apk,/data2/sangyiwu/Mobile_Apps/apk_files/p99Release_61004_1262.apk,7d2141c17d55827f23fcfc4afc6152e2f95fc98a56d16a3ee09a250fad92c23f,Gambling,True,True,{'trojan'}
cy8.vip,https://ya.cn/indexMobile.html,https://paoptalk.com/dw/paopao.apk,/data2/sangyiwu/Mobile_Apps/apk_files/paopao.apk,e3b22b4b4a38feb86279a3492f5eb60c21e177c2bc53e470cf21b29e74ae9a44,Gambling,True,True,"{'trojan', 'riskware'}"
rummyroyale.in,http://rummyroyale.in/,https://ossmm02.ersfdokm.com/rummylootqudao/RummyLoot_70002_sign.apk,/data2/sangyiwu/Mobile_Apps/apk_files/RummyLoot_70002_sign.apk,a52d21d56dcda3f48c2b10af07ae2c2b32b9fc26922a397ee28da6926e75fce6,Gambling,True,False,
rummyolaaa.com,https://rummyolaaa.com/,https://ossmm02.ersfdokm.com/Rummyola-apk/Rummyola-channel-600000-v1.33.apk,/data2/sangyiwu/Mobile_Apps/apk_files/Rummyola-channel-600000-v1.33.apk,52cc0a99b14878fbbf26a1c9b0be5d5895b46bdfdba83e0742f7139a5bb0b3b4,Gambling,True,False,
yb35.cc,https://www.96soh.com/?agent_code=5100520&i_code=5100520,https://download.dwlj2.com/01qz3,/data2/sangyiwu/Mobile_Apps/apk_files/s01bb.apk,5a3932abdc73dbde8212ec423e4e68dd3b1dbe1199d17a0dcba671be1af264e2,Gambling,True,True,"{'malformed', 'riskware'}"
8xbet.com,https://8xbet999.com/mobile/downloadApp/#/,https://app.zhangujc.com/appdownload/android/sport_vd001_202302081237_3.88.7_prod_(a1).apk,/data2/sangyiwu/Mobile_Apps/apk_files/sport_vd001_202302081237_3.88.7_prod_(a1).apk,36d831a6b8fe20f3e9c4046a29c66303861c05a20b966cb53a7d4877282dda2b,Gambling,False,False,
y39.vip,https://www.y39ty.com/,https://download.xvtpfm.com/spy39_111111_y39ty_ow.apk,/data2/sangyiwu/Mobile_Apps/apk_files/spy39_111111_y39ty_ow.apk,7b326c289365d8d86de74f314b11fb38bf4110dd83d0b04031e60478156c815f,Gambling,True,True,"{'evader', 'malware', 'trojan', 'riskware'}"
suncity123.com,https://landing-page.cdn-dysxb.com/sun-city/,https://landing-page.cdn-dysxb.com/sun-city/assets/res/SunCity-230213.apk,/data2/sangyiwu/Mobile_Apps/apk_files/SunCity-230213.apk,d3c394f477fe5fcd0ff1123f5d79ca755d4b538ad6998725aab0519f1a034065,Gambling,True,False,
superwin88.vip,https://superwin88.vip/,https://res.bypo.xyz/apk/SuperWin.apk,/data2/sangyiwu/Mobile_Apps/apk_files/SuperWin.apk,d4002439c4e08d2c02f36550c973ca47e38c4deac7a49d91ca6735ff0672369c,Gambling,True,False,
ff00.co,https://m.tbh0103.com/pages/downloadSection/downloadSection,https://appdownload.zhlzcg.com/tbhaa026/tbh-1.7.8-178.apk,/data2/sangyiwu/Mobile_Apps/apk_files/tbh-1.7.8-178.apk,f6cb83c45ead98581fa4f072033af8b613f19db0d2b1fda8f8e5e5b95af21c39,Gambling,True,True,"{'malware', 'adware', 'riskware'}"
yes488.com,http://yes488.com/,https://ossmm02.ersfdokm.com/TeenpattiYes-apk/TeenpattiYes.apk,/data2/sangyiwu/Mobile_Apps/apk_files/TeenpattiYes.apk,7afe8316f4bd18d8a79db017a704fb0526ae6b5aa292b76c5cf3b0d82f384dca,Gambling,False,False,
